	Predator	Prey
1318	203	161
1319	207	161
1320	208	161
1321	214	161
1322	217	161
1323	223	161
1324	224	161
1325	225	161
1326	226	161
1327	227	161
1328	228	161
1329	229	161
1330	231	161
1331	233	161
1332	236	161
1333	237	161
1334	238	161
1335	239	161
1336	240	161
1337	242	161
1338	243	161
1339	188	162
1340	144	163
1341	145	163
1342	146	163
1343	148	163
1344	149	163
1345	167	163
1346	183	163
1347	185	163
1348	187	163
1349	188	163
1350	214	163
1351	219	163
1352	222	163
1353	223	163
1354	226	163
1355	231	163
1356	233	163
1357	234	163
1358	236	163
1359	237	163
1360	238	163
1361	239	163
1362	243	163
1363	144	164
1364	147	164
1365	214	164
1366	217	164
1367	219	164
1368	231	164
1369	144	165
1370	146	165
1371	147	165
1372	214	165
1373	217	165
1374	219	165
1375	231	165
1376	144	166
1377	147	166
1378	212	166
1379	214	166
1380	219	166
1381	231	166
1382	146	167
1383	236	167
1384	237	167
1385	238	167
1386	240	167
1387	241	167
1388	243	167
1389	145	169
1390	147	170
1391	232	170
1392	144	171
1393	145	171
1394	147	171
1395	212	171
1396	214	171
1397	232	171
1398	243	171
1399	144	174
1400	213	174
1401	214	174
1402	234	174
1403	213	175
1404	217	175
1405	213	179
1406	234	179
1407	213	181
1408	234	181
1409	149	182
1410	214	182
1411	236	182
1412	237	182
1413	238	182
1414	144	183
1415	188	183
1416	215	183
1417	217	183
1418	232	183
1419	143	184
1420	144	184
1421	145	184
1422	146	184
1423	147	184
1424	149	184
1425	183	184
1426	208	184
1427	212	184
1428	213	184
1429	214	184
1430	215	184
1431	217	184
1432	231	184
1433	232	184
1434	233	184
1435	243	184
1436	146	185
1437	217	185
1438	219	185
1439	241	185
1440	146	186
1441	243	186
1442	217	187
1443	219	187
1444	233	187
1445	241	187
1446	243	187
1447	144	188
1448	156	188
1449	207	188
1450	209	188
1451	212	188
1452	213	188
1453	214	188
1454	217	188
1455	219	188
1456	233	188
1457	236	188
1458	238	188
1459	239	188
1460	242	188
1461	145	190
1462	214	190
1463	217	190
1464	214	191
1465	144	192
1466	145	192
1467	214	192
1468	217	192
1469	243	192
1470	144	193
1471	144	194
1472	144	195
1473	145	195
1474	176	195
1475	232	195
1476	145	196
1477	183	196
1478	214	196
1479	145	197
1480	214	197
1481	217	197
1482	144	198
1483	145	198
1484	199	199
1485	217	199
1486	217	200
1487	232	201
1488	147	202
1489	214	202
1490	217	202
1491	231	202
1492	233	202
1493	147	203
1494	214	203
1495	217	203
1496	231	203
1497	233	203
1498	147	204
1499	214	204
1500	217	204
1501	231	204
1502	233	204
1503	243	204
1504	217	205
1505	188	206
1506	213	206
1507	214	206
1508	217	206
1509	144	207
1510	151	207
1511	188	207
1512	208	207
1513	212	207
1514	213	207
1515	214	207
1516	217	207
1517	226	207
1518	228	207
1519	229	207
1520	231	207
1521	233	207
1522	234	207
1523	238	207
1524	239	207
1525	243	207
1526	144	208
1527	145	208
1528	151	208
1529	188	208
1530	208	208
1531	212	208
1532	213	208
1533	214	208
1534	226	208
1535	228	208
1536	229	208
1537	231	208
1538	234	208
1539	236	208
1540	238	208
1541	239	208
1542	145	209
1543	147	209
1544	149	209
1545	151	209
1546	166	209
1547	208	209
1548	213	209
1549	214	209
1550	215	209
1551	234	209
1552	236	209
1553	237	209
1554	238	209
1555	239	209
1556	242	209
1557	144	210
1558	146	210
1559	208	210
1560	144	211
1561	146	211
1562	147	211
1563	149	211
1564	151	211
1565	243	211
1566	214	214
1567	219	215
1568	217	219
1569	156	220
1570	217	220
1571	225	221
1572	226	221
1573	241	221
1574	237	229
1575	241	229
1576	235	230
1577	217	231
1578	217	232
1579	230	232
1580	235	232
1581	230	233
1582	217	234
1583	230	234
1584	235	234
1585	217	235
1586	217	236
1587	235	239
1588	241	239
1589	241	242
