	Predator	Prey 
2068	479	291
2069	526	291
2070	548	291
2071	560	291
2072	569	291
2073	132	292
2074	377	292
2075	571	292
2076	256	293
2077	246	295
2078	392	295
2079	32	296
2080	79	296
2081	131	296
2082	202	296
2083	257	296
2084	257	297
2085	228	298
2086	542	298
2087	544	298
2088	131	299
2089	560	303
2090	256	304
2091	136	305
2092	333	305
2093	75	307
2094	131	309
2095	542	309
2096	137	310
2097	32	311
2098	34	311
2099	158	311
2100	162	311
2101	334	311
2102	439	311
2103	440	311
2104	462	311
2105	491	311
2106	541	311
2107	542	311
2108	542	312
2109	32	313
2110	34	313
2111	131	313
2112	136	313
2113	158	313
2114	161	313
2115	162	313
2116	256	313
2117	270	313
2118	306	313
2119	307	313
2120	333	313
2121	439	313
2122	440	313
2123	462	313
2124	491	313
2125	541	313
2126	542	313
2127	131	314
2128	136	314
2129	153	314
2130	270	314
2131	462	314
2132	517	314
2133	541	314
2134	542	314
2135	334	316
2136	397	316
2137	462	316
2138	487	316
