PredatorID,PreyID
4,11
4,12
4,13
4,16
4,17
4,20
4,23
4,25
4,31
4,33
4,34
4,37
4,38
4,39
4,42
4,43
4,44
4,45
4,52
4,65
4,68
4,69
4,80
4,82
4,87
4,106
4,109
4,123
4,130
4,131
4,134
4,204
4,205
4,207
4,209
4,210
4,211
4,214
4,216
4,217
4,223
4,225
4,226
4,227
4,228
4,230
4,237
4,241
4,242
4,244
4,245
4,246
4,251
4,287
4,288
4,289
4,290
4,291
4,292
4,293
11,10
11,11
11,16
11,17
11,20
11,23
11,25
11,31
11,33
11,34
11,37
11,38
11,39
11,42
11,43
11,44
11,45
11,52
11,287
11,288
11,290
11,292
11,293
12,10
12,11
12,16
12,17
12,20
12,23
12,25
12,31
12,33
12,34
12,37
12,38
12,39
12,42
12,43
12,44
12,45
12,52
12,290
12,293
13,10
13,11
13,16
13,17
13,20
13,23
13,25
13,31
13,33
13,34
13,37
13,38
13,39
13,42
13,43
13,44
13,45
13,52
13,290
13,293
16,290
16,292
17,290
20,290
20,292
23,10
23,11
23,16
23,17
23,20
23,23
23,25
23,31
23,33
23,34
23,37
23,38
23,39
23,42
23,43
23,44
23,45
23,52
23,287
23,288
23,290
23,292
23,293
25,10
25,11
25,16
25,17
25,20
25,23
25,25
25,31
25,33
25,34
25,37
25,38
25,39
25,42
25,43
25,44
25,45
25,52
25,287
25,288
25,290
25,292
25,293
31,287
31,288
31,289
31,290
31,292
33,287
33,288
33,289
33,290
33,292
34,287
34,288
34,289
34,290
34,292
37,287
37,288
37,289
37,290
37,292
38,287
38,288
38,289
38,290
38,292
39,290
42,10
42,11
42,16
42,17
42,20
42,23
42,25
42,31
42,33
42,34
42,37
42,38
42,39
42,42
42,43
42,44
42,45
42,52
42,287
42,288
42,290
42,292
42,293
43,10
43,11
43,16
43,17
43,20
43,23
43,25
43,31
43,33
43,34
43,37
43,38
43,39
43,42
43,43
43,44
43,45
43,52
43,287
43,288
43,290
43,292
43,293
44,10
44,11
44,16
44,17
44,20
44,23
44,25
44,31
44,33
44,34
44,37
44,38
44,39
44,42
44,43
44,44
44,45
44,52
44,287
44,288
44,290
44,292
44,293
45,10
45,11
45,16
45,17
45,20
45,23
45,25
45,31
45,33
45,34
45,37
45,38
45,39
45,42
45,43
45,44
45,45
45,52
45,287
45,288
45,290
45,292
45,293
52,287
52,288
52,290
52,292
65,288
65,289
65,290
65,292
68,288
68,289
68,290
68,291
68,292
69,288
69,289
69,290
69,292
80,65
80,68
80,69
80,71
80,72
80,78
80,82
80,84
80,86
80,87
80,288
80,290
82,287
82,288
82,289
82,290
82,291
82,292
87,288
87,290
87,291
106,10
106,11
106,12
106,13
106,16
106,17
106,20
106,23
106,25
106,31
106,33
106,34
106,37
106,38
106,39
106,42
106,43
106,44
106,45
