PredatorID,PreyID
1,11
1,18
1,21
1,22
1,23
1,24
1,25
1,26
1,33
1,35
1,37
1,38
1,46
1,47
1,48
1,59
1,61
1,82
1,102
1,104
1,105
11,12
11,13
11,14
11,15
11,16
11,17
11,23
11,24
11,25
11,41
11,42
11,43
11,48
18,11
18,12
18,23
18,24
18,25
18,35
18,44
18,66
18,70
18,71
18,72
18,78
18,84
18,106
18,107
18,108
18,120
18,123
18,124
18,128
18,131
18,134
18,135
18,142
18,147
18,148
21,12
21,13
21,14
21,15
21,16
21,17
21,23
21,24
21,25
21,35
21,44
21,46
21,49
21,69
21,70
21,72
21,76
21,78
21,84
21,85
21,103
21,106
21,108
21,112
21,120
21,122
21,123
21,124
21,127
21,128
21,129
21,135
21,137
21,147
21,148
22,23
22,24
22,25
22,35
22,45
22,72
22,74
22,76
22,78
22,84
22,108
22,110
22,112
22,114
22,120
22,122
22,128
22,134
22,135
23,24
23,25
23,29
23,34
23,35
23,36
23,45
23,49
23,51
23,64
23,68
23,69
23,70
23,71
23,72
23,73
23,74
23,75
23,76
23,77
23,78
23,84
23,86
23,90
23,106
23,107
23,108
23,109
23,110
23,111
23,112
23,118
23,119
23,120
23,122
23,123
23,124
23,126
23,127
23,128
23,129
23,132
23,133
23,134
23,135
23,140
23,148
24,23
24,34
24,35
24,45
24,69
24,70
24,72
24,73
24,74
24,75
24,76
24,77
24,78
24,84
24,106
24,108
24,109
24,110
24,111
24,112
24,120
24,123
24,124
24,125
24,126
24,127
24,128
24,129
24,135
24,140
24,148
25,12
25,29
25,34
25,35
25,45
25,51
25,64
25,65
25,66
25,70
25,71
25,72
25,73
25,74
25,75
25,76
25,77
25,78
25,84
25,85
25,86
25,90
25,106
25,107
25,108
25,109
25,110
25,111
25,112
25,118
25,120
25,121
25,123
25,124
25,126
25,127
25,128
25,129
25,131
25,132
25,133
25,134
25,135
26,12
26,13
26,14
26,15
26,16
26,17
26,23
26,24
26,25
26,41
26,42
26,128
33,12
33,13
33,14
33,15
33,16
33,17
33,23
33,24
33,25
33,35
33,44
33,72
33,74
33,76
33,78
33,84
33,108
33,110
33,112
33,124
33,127
33,128
33,129
33,135
33,148
35,12
35,13
35,14
35,15
35,16
35,17
35,41
35,42
35,49
35,74
35,83
35,110
35,118
35,127
37,35
38,12
38,13
38,14
38,15
38,16
38,17
38,35
38,67
38,70
38,72
38,74
38,76
38,78
38,84
38,106
38,108
38,110
38,112
38,122
38,124
38,127
38,128
38,135
38,147
46,12
46,13
46,14
46,15
46,16
46,17
46,48
46,140
47,12
47,13
47,14
47,15
47,16
47,17
47,147
47,148
48,76
48,112
48,123
48,135
48,136
61,35
61,64
61,72
61,86
61,108
61,127
61,128
61,134
61,135
61,146
61,148
82,72
82,108
82,135
82,147
102,147
104,147
105,147
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
2,23
2,24
2,25
2,33
2,37
2,38
2,47
2,59
2,82
2,102
2,104
2,105
12,11
12,12
12,13
12,14
12,15
12,16
12,17
12,23
12,24
12,25
12,28
12,29
12,34
12,35
12,36
12,44
12,45
12,46
12,49
12,64
12,65
12,69
12,70
12,71
12,72
12,73
12,74
12,75
12,76
12,77
12,78
12,83
12,84
12,85
12,86
12,90
12,106
12,107
12,108
12,109
12,110
12,111
12,112
12,118
12,119
12,120
12,121
12,122
12,123
12,124
12,126
12,127
12,128
12,129
12,130
12,131
12,132
12,133
12,134
12,135
12,148
12,149
13,11
13,28
13,29
13,34
13,35
13,49
13,63
13,64
13,65
13,70
13,71
13,72
13,73
13,74
13,76
13,77
13,78
13,83
13,85
13,86
13,87
13,106
13,107
13,108
13,109
13,110
13,112
13,117
13,118
13,120
13,123
13,126
13,127
13,128
13,129
13,131
13,134
13,135
14,11
14,29
14,34
